DEEPTaxaID,finalID,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,SPECIES,FFG,SensitiveEPT,BCG_Attribute
487,Dineutus,Arthropoda,Insecta,Coleoptera,Gyrinidae,Na,Na,Dineutus,Na,PRD,0,
488,Gyrinus,Arthropoda,Insecta,Coleoptera,Gyrinidae,Na,Na,Gyrinus,Na,PRD,0,
489,Haliplus ,Arthropoda,Insecta,Coleoptera,Haliplidae,Na,Na,Haliplus,Na,SHR,0,
490,Peltodytes,Arthropoda,Insecta,Coleoptera,Haliplidae,Na,Na,Peltodytes,Na,SHR,0,
492,Scirtidae,Arthropoda,Insecta,Coleoptera,Scirtidae,Na,Na,Na,Na,PRD,0,
493,Dryopidae,Arthropoda,Insecta,Coleoptera,Dryopidae,Na,Na,Na,Na,SCR,0,4
494,Helichus,Arthropoda,Insecta,Coleoptera,Dryopidae,Na,Na,Helichus,Na,SCR,0,4
495,Helichus lithophilus,Arthropoda,Insecta,Coleoptera,Dryopidae,Na,Na,Helichus,lithophilus,SCR,0,4
496,Elmidae,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Na,Na,C-G,0,4
497,Ancyronyx variegatus,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Ancyronyx,variegatus,C-G,0,4
498,Dubiraphia,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Dubiraphia,Na,C-G,0,4
499,Dubiraphia bivittata,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Dubiraphia,bivittata,C-G,0,4
500,Dubiraphia vittata,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Dubiraphia,vittata,C-G,0,4
501,Macronychus,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Macronychus,Na,SHR,0,4
502,Macronychus glabratus,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Macronychus,glabratus,SHR,0,4
503,Microcylloepus,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Microcylloepus,Na,C-G,0,4
504,Microcylloepus pusillus,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Microcylloepus,pusillus,C-G,0,4
505,Optioservus,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Optioservus,Na,SCR,0,4
506,Oulimnius,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Oulimnius,Na,SCR,0,3
507,Promoresia,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Promoresia,Na,SCR,0,3
508,Promoresia elegans,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Promoresia,elegans,SCR,0,3
509,Stenelmis,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Stenelmis,Na,SCR,0,4
510,Stenelmis crenata,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Stenelmis,crenata,SCR,0,4
511,Stenelmis humerosa,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Stenelmis,humerosa,SCR,0,4
512,Stenelmis markeli,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Stenelmis,markeli,SCR,0,4
513,Psephenidae,Arthropoda,Insecta,Coleoptera,Psephenidae,Na,Na,Na,Na,SCR,0,
514,Ectopria,Arthropoda,Insecta,Coleoptera,Psephenidae,Na,Na,Ectopria,Na,SCR,0,3
515,Ectopria nervosa,Arthropoda,Insecta,Coleoptera,Psephenidae,Na,Na,Ectopria,nervosa,SCR,0,3
516,Psephenus herricki,Arthropoda,Insecta,Coleoptera,Psephenidae,Na,Na,Psephenus,herricki,SCR,0,3
517,Hydrophilidae,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Na,Na,Na,Na,PRD,0,
518,Berosus,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Na,Na,Berosus,Na,PRD,0,5
519,Cymbiodyta ,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Na,Na,Cymbiodyta,Na,?,0,
520,Hydrobius,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Na,Na,Hydrobius,Na,PRD,0,
521,Hydrochus,Arthropoda,Insecta,Coleoptera,Hydrochidae,Na,Na,Hydrochus,Na,SHR,0,5
522,Tropisternus,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Na,Na,Tropisternus,Na,PRD,0,
523,Diptera,Arthropoda,Insecta,Diptera,Na,Na,Na,Na,Na,?,0,
524,Dolichopodidae,Arthropoda,Insecta,Diptera,Dolichopodidae,Na,Na,Na,Na,PRD,0,
525,Empididae,Arthropoda,Insecta,Diptera,Empididae,Na,Na,Na,Na,PRD,0,4
526,Clinocera,Arthropoda,Insecta,Diptera,Empididae,Na,Na,Clinocera,Na,PRD,0,
527,Wiedemannia,Arthropoda,Insecta,Diptera,Empididae,Na,Na,Wiedemannia,Na,PRD,0,
528,Chelifera,Arthropoda,Insecta,Diptera,Empididae,Na,Na,Chelifera,Na,PRD,0,4
529,Hemerodromia,Arthropoda,Insecta,Diptera,Empididae,Na,Na,Hemerodromia,Na,PRD,0,5
530,Oreogeton,Arthropoda,Insecta,Diptera,Empididae,Na,Na,Oreogeton,Na,PRD,0,
531,Ephydridae,Arthropoda,Insecta,Diptera,Ephydridae,Na,Na,Na,Na,SHR,0,
532,Limnophora,Arthropoda,Insecta,Diptera,Muscidae,Na,Na,Limnophora,Na,PRD,0,
533,Syrphidae,Arthropoda,Insecta,Diptera,Syrphidae,Na,Na,Na,Na,C-G,0,
534,Odontomyia,Arthropoda,Insecta,Diptera,Stratiomyidae,Na,Na,Odontomyia,Na,C-G,0,
535,Athericidae,Arthropoda,Insecta,Diptera,Athericidae,Na,Na,Na,Na,PRD,0,3
536,Atherix,Arthropoda,Insecta,Diptera,Athericidae,Na,Na,Atherix,Na,PRD,0,3
537,Atherix variegata,Arthropoda,Insecta,Diptera,Athericidae,Na,Na,Atherix,variegata,PRD,0,3
538,Tabanidae,Arthropoda,Insecta,Diptera,Tabanidae,Na,Na,Na,Na,PRD,0,4
539,Chrysops,Arthropoda,Insecta,Diptera,Tabanidae,Na,Na,Chrysops,Na,PRD,0,4
540,Tabanus,Arthropoda,Insecta,Diptera,Tabanidae,Na,Na,Tabanus,Na,PRD,0,4
541,Blepharicera,Arthropoda,Insecta,Diptera,Blephariceridae,Na,Na,Blepharicera,Na,SCR,0,
542,Blephariceridae,Arthropoda,Insecta,Diptera,Blephariceridae,Na,Na,Na,Na,SCR,0,
543,Ceratopogonidae,Arthropoda,Insecta,Diptera,Ceratopogonidae,Na,Na,Na,Na,PRD,0,
544,Culicoides,Arthropoda,Insecta,Diptera,Ceratopogonidae,Na,Na,Culicoides,Na,PRD,0,
545,Bezzia group,Arthropoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,Na,Bezzia,Na,PRD,0,3
546,Probezzia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,Na,Probezzia,Na,PRD,0,
547,Dasyhelea,Arthropoda,Insecta,Diptera,Ceratopogonidae,Dasyheleinae,Na,Dasyhelea,Na,PRD,0,
548,Lumbricina,Annelida,Clitellata,Haplotaxida,Na,Na,Na,Na,Na,C-G,0,4
549,Rhyacophila sibirica,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Rhyacophila,sibirica,PRD,1,3
550,Chaoborus,Arthrpoda,Insecta,Diptera,Chaoboridae,Na,Na,Chaoborus,Na,PRD,0,
551,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Na,Na,Na,Na,?,0,
552,Diamesa,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Na,Diamesa,Na,C-G,0,4
553,Pagastia,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Na,Pagastia,Na,C-G,0,
554,Potthastia,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Na,Potthastia,Na,C-G,0,4
555,Potthastia longimana,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Na,Potthastia,longimana,C-G,0,4
556,Sympotthastia,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Na,Sympotthastia,Na,C-G,0,
557,Prodiamesa,Arthropoda,Insecta,Diptera,Chironomidae,Prodiamesinae,Na,Prodiamesa,Na,C-G,0,
558,Clinotanypus,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Clinotanypus,Na,PRD,0,
559,Clinotanypus pinguis,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Clinotanypus,pinguis,PRD,0,
560,Natarsia,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Natarsia,Na,PRD,0,
561,Ablabesmyia,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Ablabesmyia,Na,PRD,0,
562,Ablabesmyia annulata,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Ablabesmyia,annulata,PRD,0,
563,Ablabesmyia janta,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Ablabesmyia,janta,PRD,0,
564,Ablabesmyia mallochi,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Ablabesmyia,mallochi,PRD,0,
565,Ablabesmyia peleensis,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Ablabesmyia,peleensis,PRD,0,
566,Conchapelopia,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Conchapelopia,Na,PRD,0,
567,Labrundinia,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Labrundinia,Na,PRD,0,5
568,Labrundinia pilosella,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Labrundinia,pilosella,PRD,0,5
569,Larsia,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Larsia,Na,PRD,0,
570,Nilotanypus,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Nilotanypus,Na,PRD,0,
571,Nilotanypus fimbriatus,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Nilotanypus,fimbriatus,PRD,0,
572,Paramerina,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Paramerina,Na,PRD,0,
573,Pentaneura,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Pentaneura,Na,PRD,0,
574,Procladius,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Procladius,Na,PRD,0,5
575,Culicidae,Arthropoda,Insecta,Diptera,Culicidae,Na,Na,Na,Na,C-F,0,
576,Anopheles,Arthropoda,Insecta,Diptera,Culicidae,Na,Na,Anopheles,Na,C-F,0,
577,Dixa,Arthropoda,Insecta,Diptera,Dixidae,Na,Na,Dixa,Na,C-F,0,
578,Dixidae,Arthropoda,Insecta,Diptera,Dixidae,Na,Na,Na,Na,C-F,0,
579,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Na,Na,C-G,0,4
580,Brillia,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Brillia,Na,SHR,0,4
581,Brillia flavifrons,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Brillia,flavifrons,SHR,0,4
582,Cardiocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Cardiocladius,Na,PRD,0,5.5
583,Cardiocladius obscurus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Cardiocladius,obscurus,PRD,0,5.5
584,Chaetocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Chaetocladius,Na,C-G,0,
585,Chironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Chironomus,Na,C-G,0,5
586,Cryptochironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Cryptochironomus,Na,PRD,0,
587,Cryptotendipes ,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Cryptotendipes,Na,C-G,0,
588,Demicryptochironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Demicryptochironomus,Na,C-G,0,
589,Dicrotendipes,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,Na,C-G,0,5.5
590,Dicrotendipes fumidus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,fumidus,C-G,0,5.5
591,Dicrotendipes modestus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,modestus,C-G,0,5.5
592,Dicrotendipes neomodestus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,neomodestus,C-G,0,5.5
593,Endochironomus nigricans,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Endochironomus,nigricans,SHR,0,
594,Glyptotendipes,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Na,Glyptotendipes,Na,SHR,0,5
595,Glyptotendipes lobiferus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Glyptotendipes,lobiferus,SHR,0,5
596,Goeldichironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Goeldichironomus,Na,C-G,0,
597,Lauterborniella agrayloides,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Lauterborniella,agrayloides,C-F,0,
598,Microchironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microchironomus,Na,C-G,0,
599,Microtendipes,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,Na,C-F,0,4
600,Nilothauma,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Nilothauma,Na,C-G,0,
601,Pagastiella,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Pagastiella,Na,C-G,0,
602,Parachironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Parachironomus,Na,PRD,0,5
603,Parachironomus abortivus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Parachironomus,abortivus,PRD,0,5
604,Paracladopelma,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Paracladopelma,Na,C-G,0,
605,Paratendipes,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Paratendipes,Na,C-G,0,4
606,Paratendipes albimanus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Paratendipes,albimanus,C-G,0,4
607,Phaenopsectra,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Phaenopsectra,Na,SCR,0,4
608,Polypedilum,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,Na,SHR,0,4
609,Polypedilum aviceps,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,aviceps,SHR,0,4
610,Polypedilum laetum,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,laetum,SHR,0,4
611,Polypedilum tritum,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,tritum,SHR,0,4
612,Robackia,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Robackia,Na,C-G,0,
613,Robackia demeijerei,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Robackia,demeijerei,C-G,0,
614,Saetheria,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Saetheria,Na,C-G,0,
615,Saetheria tylus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Saetheria,tylus,C-G,0,
616,Stenochironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Stenochironomus,Na,C-G,0,3
617,Stictochironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Stictochironomus,Na,C-G,0,4
618,Tribelos,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Tribelos,Na,C-G,0,4
619,Xenochironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Xenochironomus,Na,PRD,0,2
620,Xenochironomus xenolabis,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Xenochironomus,xenolabis,PRD,0,2
621,Xestochironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Xestochironomus,Na,C-G,0,
622,Pseudochironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Pseudochironomini,Pseudochironomus,Na,C-G,0,4
623,Cladotanytarsus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,Na,C-F,0,5
624,Micropsectra,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,Na,C-G,0,3
625,Micropsectra polita,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,polita,C-G,0,3
626,Paratanytarsus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,Na,C-F,0,4
627,Rheotanytarsus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,Na,C-F,0,4
628,Stempellinella,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,Na,C-G,0,3
629,Sublettea,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Sublettea,Na,C-F,0,4
630,Sublettea coffmani,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Sublettea,coffmani,C-F,0,4
631,Tanytarsus,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,Na,C-F,0,4
632,Corynoneura,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Corynoneura,Na,C-G,0,3
633,Corynoneura taris,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Corynoneura,taris,C-G,0,3
634,Cricotopus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Cricotopus,Na,SHR,0,5.5
635,Cricotopus bicinctus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Cricotopus,bicinctus,SHR,0,5.5
636,Cricotopus sylvestris,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Cricotopus,sylverstris,SHR,0,5.5
637,Eukiefferiella,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladinae,Na,Eukiefferiella,Na,C-G,0,3
638,Eukiefferiella pseudomontana,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladinae,Na,Eukiefferiella,pseudomontana,C-G,0,3
639,Heleniella,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Heleniella,Na,C-G,0,
640,Heterotrissocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Heterotrissocladius,Na,C-G,0,3
641,Hydrobaenus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Hydrobaenus,Na,C-G,0,
642,Limnophyes,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Limnophyes,Na,C-G,0,5
643,Lopescladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Lopescladius,Na,C-G,0,
644,Nanocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Nanocladius,Na,C-G,0,3
645,Unionidae,Mollusca,Bivalvia,Unionoida,Unionidae,Na,Na,Na,Na,C-F,0,
646,Elliptio ,Mollusca,Pelecypoda,Unionoida,Unionidae,Na,Na,Elliptio,Na,C-F,0,
647,Elliptio complanata,Mollusca,Pelecypoda,Unionoida,Unionidae,Na,Na,Elliptio,complanata,C-F,0,
648,Corbicula fluminea,Mollusca,Bivalvia,Veneroida,Corbiculidae,Na,Na,Corbicula,fluminea,C-F,0,6
649,Musculium ,Mollusca,Pelecypoda,Veneroida,Pisidiidae,Na,Na,Musculium,Na,C-F,0,
650,Pisidium,Mollusca,Bivalvia,Veneroida,Pisidiidae,Na,Na,Pisidium,Na,C-F,0,4
651,Oligochaeta,Annelida,Clitellata,Na,Na,Na,Na,Na,Na,C-G,0,
652,Branchiobdellida,Annelida,Clitellata,Branchiobdellida,Na,Na,Na,Na,Na,C-G,0,
653,Lumbricidae,Annelida,Clitellata,Haplotaxida,Lumbricidae,Na,Na,Na,Na,C-G,0,4
654,Sparganophilus,Annelida,Clitellata,Haplotaxida,Sparganophilidae,Na,Na,Sparganophilus,Na,C-G,0,
655,Enchytraeidae,Annelida,Oligochaeta,Tubificida,Enchytraeidae,Na,Na,Na,Na,C-G,0,3
656,Naididae,Annelida,Oligochaeta,Tubificida,Naididae,Na,Na,Na,Na,C-G,0,4
657,Dero,Annelida,Clitellata,Haplotaxida,Naididae,Na,Na,Dero,Na,C-G,0,
658,Nanocladius distinctus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Nanocladius,distinctus,C-G,0,3
659,Nanocladius minimus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Nanocladius,minimus,C-G,0,3
660,Nanocladius rectinervis,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Nanocladius,rectinervis,C-G,0,3
661,Nanocladius spiniplenus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Nanocladius,spiniplenus,C-G,0,3
662,Orthocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Orthocladius,Na,C-G,0,4
663,Symposiocladius lignicola,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Symposiocladius,lignicola,C-G,0,
664,Orthocladius obumbratus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Orthocladius,obumbratus,C-G,0,4
665,Parachaetocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Parachaetocladius,Na,C-G,0,3
666,Paracricotopus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Paracricotopus,Na,C-G,0,
667,Parakiefferiella,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Parakiefferiella,Na,C-G,0,4
668,Parametriocnemus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Parametriocnemus,Na,C-G,0,4
669,Paraphaenocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Paraphaenocladius,Na,C-G,0,4
670,Psectrocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Psectrocladius,Na,C-G,0,
671,Pseudorthocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Pseudorthocladius,Na,C-G,0,
672,Pseudosmittia ,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Pseudosmittia,Na,C-G,0,
673,Psilometriocnemus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Psilometriocnemus,Na,C-G,0,4
674,Rheocricotopus,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Rheocricotopus,Na,C-G,0,3
675,Stilocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Stilocladius,Na,C-G,0,3
676,Synorthocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Synorthocladius,Na,C-G,0,5.5
677,Thienemanniella,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Thienemanniella,Na,C-G,0,4
678,Thienemanniella xena,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Thienemanniella,xena,C-G,0,4
679,Tvetenia,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Tvetenia,Na,C-G,0,4
680,Unniella,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Unniella,Na,C-G,0,4
681,Unniella multivirga,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Unniella,multivirga,C-G,0,4
682,Xylotopus par,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Xylotopus,par,C-G,0,
683,Simuliidae,Arthropoda,Insecta,Diptera,Simuliidae,Na,Na,Na,Na,C-F,0,
684,Prosimulium,Arthropoda,Insecta,Diptera,Simuliidae,Na,Na,Prosimulium,Na,C-F,0,4
685,Simulium,Arthropoda,Insecta,Diptera,Simuliidae,Na,Na,Simulium,Na,C-F,0,5
686,Simulium jenningsi,Arthropoda,Insecta,Diptera,Simuliidae,Na,Na,Simulium,jenningsi,C-F,0,5
687,Simulium vittatum,Arthropoda,Insecta,Diptera,Simuliidae,Na,Na,Simulium,vittatum,C-F,0,5
688,Psychodidae,Arthropoda,Insecta,Diptera,Psychodidae,Na,Na,Na,Na,C-G,0,
689,Pericoma,Arthropoda,Insecta,Diptera,Psycodidae,Na,Na,Pericoma,Na,C-G,0,5.5
690,Psychoda,Arthropoda,Insecta,Diptera,Psychodidae,Na,Na,Psychoda,Na,C-G,0,5.5
691,Tipulidae,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Na,Na,SHR,0,
692,Molophilus,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Molophilus,Na,SHR,0,4
693,Ormosia,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Ormosia,Na,SHR,0,
694,Hexatoma,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Hexatoma,Na,PRD,0,2
695,Limnophila,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Limnophila,Na,PRD,0,2
696,Pilaria,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Pilaria,Na,PRD,0,
697,Pseudolimnophila,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Pseudolimnophila,Na,SHR,0,
698,Antocha,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Antocha,Na,C-G,0,5
699,Sphaerium,Mollusca,Bivalvia,Veneroida,Pisidiidae,Na,Na,Sphaerium,Na,C-F,0,4
700,Gastropoda,Mollusca,Gastropoda,Na,Na,Na,Na,Na,Na,SCR,0,
701,Ancylidae,Mollusca,Gastropoda,Basommatophora,Ancylidae,Na,Na,Na,Na,SCR,0,4
702,Ferrissia,Mollusca,Gastropoda,Basommatophora,Ancylidae,Na,Na,Ferrissia,Na,SCR,0,4
703,Ferrissia rivularis,Mollusca,Gastropoda,Basommatophora,Ancylidae,Na,Na,Ferrissia,rivularis,SCR,0,4
704,Laevapex fuscus,Mollusca,Gastropoda,Basommatophora,Ancylidae,Na,Na,Laevapex,fuscus,SCR,0,4
705,Lymnaeidae,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Na,Na,Na,Na,C-G,0,4
706,Fossaria,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Na,Na,Fossaria,Na,C-G,0,4
707,Pseudosuccinea columella,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Na,Na,Pseudosuccinea,columella,C-G,0,4
708,Stagnicola,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Na,Na,Stagnicola,Na,C-G,0,4
709,Physidae,Mollusca,Gastropoda,Basommatophora,Physidae,Na,Na,Na,Na,C-G,0,
710,Physa,Mollusca,Gastropoda,Basommatophora,Physidae,Na,Na,Physa,Na,C-G,0,4
711,Planorbidae,Mollusca,Gastropoda,Basommatophora,Planorbidae,Na,Na,Na,Na,SCR,0,4
712,Gyraulus,Mollusca,Gastropoda,Basommatophora,Planorbidae,Na,Na,Gyraulus,Na,SCR,0,4
713,Gyraulus parvus,Mollusca,Gastropoda,Basommatophora,Planorbidae,Na,Na,Gyraulus,parvus,SCR,0,4
