date,1118300,1121000,1123000,1125490,1187300,1188000,1193500,1194000,1194500,1195100,1208950,1208990,index,gagecnt
7/31/2000,7,5,5,NA,6,6,7,NA,NA,6,7,5,6,9
8/1/2000,7,5,5,NA,6,6,6,NA,NA,6,7,5,5.888888889,9
8/2/2000,6,5,5,NA,6,6,6,NA,NA,6,7,5,5.777777778,9
8/3/2000,6,5,5,NA,6,6,6,NA,NA,7,7,5,5.888888889,9
8/4/2000,5,5,5,NA,6,6,6,NA,NA,6,7,5,5.666666667,9
8/5/2000,5,5,5,NA,6,5,5,NA,NA,5,6,5,5.222222222,9
8/6/2000,5,4,4,NA,5,5,5,NA,NA,5,6,5,4.888888889,9
8/7/2000,6,4,4,NA,6,5,6,NA,NA,7,6,5,5.444444444,9
8/8/2000,6,4,4,NA,5,5,5,NA,NA,5,6,5,5,9
8/9/2000,5,4,4,NA,5,5,5,NA,NA,5,5,5,4.777777778,9
8/10/2000,5,5,4,NA,5,6,6,NA,NA,5,5,4,5,9
8/11/2000,5,5,4,NA,5,5,5,NA,NA,4,5,4,4.666666667,9
8/12/2000,5,4,4,NA,5,6,5,NA,NA,4,6,5,4.888888889,9
8/13/2000,4,4,4,NA,5,6,5,NA,NA,4,6,5,4.777777778,9
8/14/2000,5,4,4,NA,5,6,5,NA,NA,5,6,5,5,9
8/15/2000,5,4,4,NA,5,6,5,NA,NA,6,6,5,5.111111111,9
8/16/2000,5,5,4,NA,5,6,6,NA,NA,5,6,5,5.222222222,9
8/17/2000,5,5,5,NA,5,5,5,NA,NA,5,6,5,5.111111111,9
8/18/2000,4,5,4,NA,5,5,5,NA,NA,5,5,5,4.777777778,9
8/19/2000,4,4,4,NA,5,5,5,NA,NA,5,6,5,4.777777778,9
8/20/2000,4,4,4,NA,5,5,5,NA,NA,5,6,5,4.777777778,9
8/21/2000,4,4,4,NA,5,5,5,NA,NA,4,6,4,4.555555556,9
8/22/2000,4,4,4,NA,4,4,4,NA,NA,4,5,4,4.111111111,9
8/23/2000,4,4,4,NA,5,5,4,NA,NA,4,5,4,4.333333333,9
8/24/2000,5,5,4,NA,5,5,4,NA,NA,5,5,5,4.777777778,9
8/25/2000,5,4,4,NA,5,5,4,NA,NA,5,5,4,4.555555556,9
8/26/2000,4,4,4,NA,5,4,4,NA,NA,4,5,4,4.222222222,9
8/27/2000,4,4,4,NA,5,4,4,NA,NA,4,5,4,4.222222222,9
8/28/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
8/29/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
8/30/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
8/31/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
9/1/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
9/2/2000,5,4,4,NA,5,5,4,NA,NA,4,6,4,4.555555556,9
9/3/2000,5,4,4,NA,6,5,5,NA,NA,4,6,4,4.777777778,9
9/4/2000,5,4,4,NA,6,4,4,NA,NA,4,6,4,4.555555556,9
9/5/2000,6,4,4,NA,5,4,4,NA,NA,4,6,4,4.555555556,9
9/6/2000,5,4,4,NA,5,4,4,NA,NA,4,5,4,4.333333333,9
9/7/2000,5,4,4,NA,5,4,4,NA,NA,4,5,4,4.333333333,9
9/8/2000,5,4,4,NA,5,4,4,NA,NA,4,5,4,4.333333333,9
9/9/2000,6,4,4,NA,4,4,4,NA,NA,4,5,4,4.333333333,9
9/10/2000,6,4,4,NA,5,4,4,NA,NA,4,5,4,4.444444444,9
9/11/2000,6,4,4,NA,5,4,4,NA,NA,4,4,4,4.333333333,9
9/12/2000,5,4,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
9/13/2000,5,4,4,NA,4,4,5,NA,NA,4,5,4,4.333333333,9
9/14/2000,5,4,4,NA,4,4,4,NA,NA,4,5,4,4.222222222,9
9/15/2000,7,5,5,NA,5,5,5,NA,NA,6,6,5,5.444444444,9
9/16/2000,6,5,6,NA,4,4,5,NA,NA,5,5,4,4.888888889,9
9/17/2000,6,4,4,NA,4,4,5,NA,NA,4,5,4,4.444444444,9
9/18/2000,5,4,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
9/19/2000,5,4,4,NA,4,4,4,NA,NA,4,6,5,4.444444444,9
9/20/2000,6,6,5,NA,5,6,6,NA,NA,5,7,6,5.777777778,9
9/21/2000,6,5,4,NA,4,4,5,NA,NA,5,6,5,4.888888889,9
9/22/2000,5,4,4,NA,4,4,5,NA,NA,4,5,4,4.333333333,9
9/23/2000,5,4,4,NA,4,4,4,NA,NA,4,5,4,4.222222222,9
9/24/2000,5,4,4,NA,4,4,4,NA,NA,4,5,4,4.222222222,9
9/25/2000,5,4,4,NA,4,4,4,NA,NA,4,5,4,4.222222222,9
9/26/2000,4,4,4,NA,4,4,4,NA,NA,4,5,4,4.111111111,9
9/27/2000,5,4,4,NA,4,4,5,NA,NA,4,5,4,4.333333333,9
9/28/2000,5,4,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
9/29/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
9/30/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/1/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/2/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/3/2000,4,3,4,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
10/4/2000,4,3,4,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
10/5/2000,4,3,4,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
10/6/2000,4,4,4,NA,5,4,4,NA,NA,4,4,4,4.111111111,9
10/7/2000,4,4,4,NA,5,4,4,NA,NA,4,4,4,4.111111111,9
10/8/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/9/2000,4,3,4,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
10/10/2000,4,3,4,NA,4,4,4,NA,NA,3,4,4,3.777777778,9
10/11/2000,4,3,4,NA,4,4,4,NA,NA,3,4,4,3.777777778,9
10/12/2000,4,3,4,NA,4,4,4,NA,NA,3,4,3,3.666666667,9
10/13/2000,4,3,4,NA,4,4,4,NA,NA,3,4,3,3.666666667,9
10/14/2000,4,3,4,NA,4,4,4,NA,NA,3,4,3,3.666666667,9
10/15/2000,4,3,3,NA,4,4,4,NA,NA,3,4,3,3.555555556,9
10/16/2000,4,3,3,NA,4,3,4,NA,NA,3,4,3,3.444444444,9
10/17/2000,4,3,3,NA,4,4,4,NA,NA,3,4,3,3.555555556,9
10/18/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/19/2000,4,4,4,NA,6,4,4,NA,NA,4,4,4,4.222222222,9
10/20/2000,4,4,4,NA,5,4,4,NA,NA,4,4,4,4.111111111,9
10/21/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
10/22/2000,4,4,4,NA,4,4,4,NA,NA,4,4,3,3.888888889,9
10/23/2000,4,4,3,NA,4,4,4,NA,NA,4,4,3,3.777777778,9
10/24/2000,4,4,3,NA,4,4,4,NA,NA,4,4,3,3.777777778,9
10/25/2000,4,4,3,NA,4,4,3,NA,NA,4,4,3,3.666666667,9
10/26/2000,4,4,3,NA,4,3,3,NA,NA,4,4,3,3.555555556,9
10/27/2000,4,3,3,NA,4,3,3,NA,NA,3,4,3,3.333333333,9
10/28/2000,4,3,3,NA,4,3,3,NA,NA,3,4,3,3.333333333,9
10/29/2000,4,3,3,NA,4,3,3,NA,NA,3,4,2,3.222222222,9
10/30/2000,4,4,3,NA,4,3,3,NA,NA,3,4,2,3.333333333,9
10/31/2000,4,3,3,NA,4,4,3,NA,NA,3,4,2,3.333333333,9
11/1/2000,4,3,3,NA,4,3,4,NA,NA,3,3,3,3.333333333,9
11/2/2000,4,3,3,NA,3,3,3,NA,NA,3,3,3,3.111111111,9
11/3/2000,4,4,3,NA,4,4,3,NA,NA,3,3,3,3.444444444,9
11/4/2000,4,4,3,NA,4,3,3,NA,NA,3,3,3,3.333333333,9
11/5/2000,4,4,3,NA,3,3,3,NA,NA,3,3,3,3.222222222,9
11/6/2000,4,4,3,NA,3,3,3,NA,NA,2,3,3,3.111111111,9
11/7/2000,4,4,3,NA,3,3,3,NA,NA,3,3,3,3.222222222,9
11/8/2000,4,4,3,NA,4,3,3,NA,NA,3,3,3,3.333333333,9
11/9/2000,4,4,2,NA,4,3,3,NA,NA,3,3,3,3.222222222,9
11/10/2000,4,4,4,NA,5,5,4,NA,NA,5,7,4,4.666666667,9
11/11/2000,4,4,4,NA,6,6,4,NA,NA,4,6,4,4.666666667,9
11/12/2000,4,4,4,NA,5,5,4,NA,NA,4,5,4,4.333333333,9
11/13/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
11/14/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
11/15/2000,5,4,4,NA,5,5,4,NA,NA,4,5,4,4.444444444,9
11/16/2000,4,4,4,NA,5,4,4,NA,NA,4,4,4,4.111111111,9
11/17/2000,4,4,4,NA,4,4,4,NA,NA,4,4,3,3.888888889,9
11/18/2000,4,3,3,NA,4,4,4,NA,NA,3,4,3,3.555555556,9
11/19/2000,4,3,3,NA,4,4,3,NA,NA,3,4,3,3.444444444,9
11/20/2000,3,3,3,NA,4,4,3,NA,NA,3,4,3,3.333333333,9
11/21/2000,3,3,3,NA,4,4,3,NA,NA,3,4,3,3.333333333,9
11/22/2000,4,3,3,NA,4,3,3,NA,NA,3,4,3,3.333333333,9
11/23/2000,4,2,2,NA,3,3,3,NA,NA,3,4,3,3,9
11/24/2000,3,2,3,NA,3,3,3,NA,NA,3,4,3,3,9
11/25/2000,3,2,3,NA,3,3,3,NA,NA,3,4,3,3,9
11/26/2000,4,4,4,NA,3,4,4,NA,NA,4,6,4,4.111111111,9
11/27/2000,5,4,4,NA,3,4,4,NA,NA,5,6,4,4.333333333,9
11/28/2000,4,4,4,NA,2,4,4,NA,NA,4,4,4,3.777777778,9
11/29/2000,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
11/30/2000,4,3,3,NA,4,4,4,NA,NA,4,4,4,3.777777778,9
12/1/2000,4,4,3,NA,4,4,4,NA,NA,4,4,3,3.777777778,9
12/2/2000,4,3,3,NA,4,4,4,NA,NA,4,4,3,3.666666667,9
12/3/2000,4,3,3,NA,4,4,4,NA,NA,3,4,3,3.555555556,9
12/4/2000,4,3,3,NA,4,3,3,NA,NA,3,4,3,3.333333333,9
12/5/2000,4,2,3,NA,4,3,3,NA,NA,3,4,2,3.111111111,9
12/6/2000,3,2,2,NA,4,3,3,NA,NA,3,4,2,2.888888889,9
12/7/2000,3,2,3,NA,3,3,3,NA,NA,3,4,2,2.888888889,9
12/8/2000,3,2,2,NA,3,3,3,NA,NA,3,4,2,2.777777778,9
12/9/2000,3,2,2,NA,3,3,3,NA,NA,3,4,2,2.777777778,9
12/10/2000,3,2,2,NA,3,3,3,NA,NA,3,4,3,2.888888889,9
12/11/2000,3,3,2,NA,4,3,3,NA,NA,3,4,3,3.111111111,9
12/12/2000,4,3,2,NA,4,3,4,NA,NA,3,4,3,3.333333333,9
12/13/2000,3,3,2,NA,4,3,3,NA,NA,3,4,3,3.111111111,9
12/14/2000,4,3,3,NA,3,3,4,NA,NA,4,4,4,3.555555556,9
12/15/2000,4,4,4,NA,3,4,4,NA,NA,4,4,4,3.888888889,9
12/16/2000,4,3,3,NA,3,4,4,NA,NA,4,4,4,3.666666667,9
12/17/2000,6,6,6,NA,7,7,6,NA,NA,6,6,6,6.222222222,9
12/18/2000,6,6,6,NA,6,6,6,NA,NA,5,6,6,5.888888889,9
12/19/2000,6,5,5,NA,6,5,6,NA,NA,5,5,5,5.333333333,9
12/20/2000,6,5,4,NA,5,4,5,NA,NA,5,5,4,4.777777778,9
12/21/2000,5,4,4,NA,5,4,4,NA,NA,4,4,4,4.222222222,9
12/22/2000,5,4,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
12/23/2000,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
12/24/2000,4,4,4,NA,4,3,4,NA,NA,4,3,4,3.777777778,9
12/25/2000,4,4,3,NA,4,3,4,NA,NA,4,4,4,3.777777778,9
12/26/2000,4,4,3,NA,4,3,4,NA,NA,4,4,4,3.777777778,9
12/27/2000,4,3,3,NA,4,3,4,NA,NA,4,4,4,3.666666667,9
12/28/2000,4,3,3,NA,4,3,4,NA,NA,4,4,3,3.555555556,9
12/29/2000,4,3,3,NA,3,3,4,NA,NA,4,3,3,3.333333333,9
12/30/2000,4,3,3,NA,3,3,3,NA,NA,4,3,3,3.222222222,9
12/31/2000,4,3,3,NA,5,3,3,NA,NA,4,4,3,3.555555556,9
1/1/2001,4,3,3,NA,4,3,3,NA,NA,4,4,3,3.444444444,9
1/2/2001,3,3,3,NA,4,3,3,NA,NA,3,3,3,3.111111111,9
1/3/2001,3,3,3,NA,4,2,3,NA,NA,3,3,3,3,9
1/4/2001,3,3,2,NA,4,2,3,NA,NA,3,3,3,2.888888889,9
1/5/2001,3,3,2,NA,4,2,3,NA,NA,3,3,3,2.888888889,9
1/6/2001,4,4,2,NA,4,2,3,NA,NA,3,4,3,3.222222222,9
1/7/2001,3,3,2,NA,4,2,3,NA,NA,3,3,3,2.888888889,9
1/8/2001,3,3,2,NA,4,3,3,NA,NA,3,4,3,3.111111111,9
1/9/2001,4,3,2,NA,4,3,3,NA,NA,3,4,3,3.222222222,9
1/10/2001,3,3,2,NA,4,3,3,NA,NA,3,4,3,3.111111111,9
1/11/2001,3,3,2,NA,4,3,3,NA,NA,3,3,3,3,9
1/12/2001,3,3,2,NA,4,3,3,NA,NA,2,3,2,2.777777778,9
1/13/2001,3,3,2,NA,4,2,3,NA,NA,2,3,3,2.777777778,9
1/14/2001,3,3,2,NA,4,2,3,NA,NA,2,3,3,2.777777778,9
1/15/2001,4,3,3,NA,4,3,3,NA,NA,3,4,3,3.333333333,9
1/16/2001,4,3,3,NA,4,3,3,NA,NA,4,4,3,3.444444444,9
1/17/2001,4,3,3,NA,4,3,3,NA,NA,4,4,3,3.444444444,9
1/18/2001,4,3,4,NA,4,3,3,NA,NA,4,4,3,3.555555556,9
1/19/2001,4,3,3,NA,4,4,3,NA,NA,4,4,3,3.555555556,9
1/20/2001,5,4,4,NA,4,4,4,NA,NA,5,5,4,4.333333333,9
1/21/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
1/22/2001,4,4,4,NA,4,3,3,NA,NA,4,4,4,3.777777778,9
1/23/2001,4,4,4,NA,4,3,3,NA,NA,4,4,3,3.666666667,9
1/24/2001,4,4,4,NA,4,3,3,NA,NA,4,4,3,3.666666667,9
1/25/2001,4,3,3,NA,4,3,2,NA,NA,4,4,3,3.333333333,9
1/26/2001,4,3,3,NA,4,3,3,NA,NA,4,4,3,3.444444444,9
1/27/2001,4,3,2,NA,4,2,3,NA,NA,4,4,3,3.222222222,9
1/28/2001,3,3,2,NA,4,2,3,NA,NA,4,4,3,3.111111111,9
1/29/2001,3,3,4,NA,4,2,3,NA,NA,3,4,3,3.222222222,9
1/30/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
1/31/2001,6,5,4,NA,4,5,4,NA,NA,6,6,4,4.888888889,9
2/1/2001,6,4,4,NA,4,4,4,NA,NA,5,5,4,4.444444444,9
2/2/2001,5,4,4,NA,4,4,4,NA,NA,5,5,4,4.333333333,9
2/3/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/4/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/5/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/6/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/7/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/8/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/9/2001,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
2/10/2001,6,4,4,NA,5,4,4,NA,NA,5,5,4,4.555555556,9
2/11/2001,5,4,4,NA,5,4,4,NA,NA,5,4,4,4.333333333,9
2/12/2001,5,4,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
2/13/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/14/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/15/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/16/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/17/2001,4,4,4,NA,4,4,4,NA,NA,5,4,4,4.111111111,9
2/18/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/19/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/20/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
2/21/2001,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
2/22/2001,4,4,3,NA,4,3,4,NA,NA,4,4,3,3.666666667,9
2/23/2001,4,3,4,NA,4,3,4,NA,NA,4,4,3,3.666666667,9
2/24/2001,3,3,3,NA,4,4,4,NA,NA,4,4,4,3.666666667,9
2/25/2001,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
2/26/2001,6,4,4,NA,4,5,5,NA,NA,5,6,5,4.888888889,9
2/27/2001,5,4,4,NA,4,4,5,NA,NA,5,5,4,4.444444444,9
2/28/2001,4,4,4,NA,4,4,4,NA,NA,5,5,4,4.222222222,9
3/1/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
3/2/2001,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
3/3/2001,4,3,3,NA,4,3,4,NA,NA,4,4,4,3.666666667,9
3/4/2001,4,3,3,NA,4,3,4,NA,NA,4,4,4,3.666666667,9
3/5/2001,4,3,3,NA,4,3,4,NA,NA,4,4,4,3.666666667,9
3/6/2001,4,4,3,NA,4,4,4,NA,NA,4,4,4,3.888888889,9
3/7/2001,4,3,3,NA,4,3,4,NA,NA,4,4,4,3.666666667,9
3/8/2001,4,3,3,NA,3,3,3,NA,NA,4,4,4,3.444444444,9
3/9/2001,4,3,3,NA,3,2,3,NA,NA,4,4,4,3.333333333,9
3/10/2001,4,3,3,NA,4,3,4,NA,NA,5,4,4,3.777777778,9
3/11/2001,4,3,3,NA,3,3,4,NA,NA,4,4,4,3.555555556,9
3/12/2001,4,3,3,NA,3,3,4,NA,NA,4,4,4,3.555555556,9
3/13/2001,6,4,4,NA,4,4,5,NA,NA,7,6,5,5,9
3/14/2001,6,4,4,NA,4,4,5,NA,NA,6,6,5,4.888888889,9
3/15/2001,5,4,4,NA,4,4,4,NA,NA,5,5,4,4.333333333,9
3/16/2001,5,4,4,NA,4,4,5,NA,NA,5,5,5,4.555555556,9
3/17/2001,5,4,4,NA,4,4,5,NA,NA,5,5,6,4.666666667,9
3/18/2001,5,5,5,NA,4,4,6,NA,NA,5,5,5,4.888888889,9
3/19/2001,4,5,5,NA,4,4,5,NA,NA,5,5,5,4.666666667,9
3/20/2001,4,5,4,NA,4,4,5,NA,NA,4,4,5,4.333333333,9
3/21/2001,4,5,4,NA,4,4,5,NA,NA,5,5,5,4.555555556,9
3/22/2001,6,6,6,NA,6,6,6,NA,NA,7,6,6,6.111111111,9
3/23/2001,6,7,6,NA,6,6,6,NA,NA,6,6,6,6.111111111,9
3/24/2001,6,6,5,NA,5,6,6,NA,NA,5,5,6,5.555555556,9
3/25/2001,5,5,5,NA,4,5,5,NA,NA,5,5,6,5,9
3/26/2001,5,5,4,NA,4,5,5,NA,NA,5,5,5,4.777777778,9
3/27/2001,5,5,4,NA,4,4,5,NA,NA,5,4,5,4.555555556,9
3/28/2001,5,4,4,NA,4,4,5,NA,NA,5,5,5,4.555555556,9
3/29/2001,5,4,4,NA,4,4,4,NA,NA,4,4,5,4.222222222,9
3/30/2001,6,6,6,NA,5,6,6,NA,NA,6,6,6,5.888888889,9
3/31/2001,6,6,6,NA,5,6,6,NA,NA,6,6,6,5.888888889,9
4/1/2001,5,5,5,NA,4,5,5,NA,NA,5,5,6,5,9
4/2/2001,5,4,4,NA,4,4,5,NA,NA,4,5,5,4.444444444,9
4/3/2001,4,4,4,NA,4,5,4,NA,NA,4,5,5,4.333333333,9
4/4/2001,4,4,4,NA,4,5,4,NA,NA,4,4,4,4.111111111,9
4/5/2001,4,4,4,NA,4,5,4,NA,NA,4,4,4,4.111111111,9
4/6/2001,4,4,4,NA,4,5,4,NA,NA,4,4,4,4.111111111,9
4/7/2001,4,4,4,NA,5,6,5,NA,NA,4,4,4,4.444444444,9
4/8/2001,5,6,4,NA,6,6,5,NA,NA,5,4,5,5.111111111,9
4/9/2001,5,5,4,NA,6,6,5,NA,NA,4,4,5,4.888888889,9
4/10/2001,5,5,4,NA,6,6,5,NA,NA,6,5,5,5.222222222,9
4/11/2001,5,4,4,NA,6,5,4,NA,NA,4,5,4,4.555555556,9
4/12/2001,5,5,4,NA,6,5,4,NA,NA,5,5,5,4.888888889,9
4/13/2001,5,4,4,NA,6,5,4,NA,NA,4,5,4,4.555555556,9
4/14/2001,5,4,4,NA,6,4,4,NA,NA,4,4,4,4.333333333,9
4/15/2001,4,4,4,NA,6,4,4,NA,NA,4,4,4,4.222222222,9
4/16/2001,4,4,4,NA,5,4,4,NA,NA,4,4,4,4.111111111,9
4/17/2001,4,4,4,NA,5,4,4,NA,NA,4,4,4,4.111111111,9
4/18/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
4/19/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
4/20/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
4/21/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
4/22/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
4/23/2001,4,4,3,NA,4,4,4,NA,NA,3,4,3,3.666666667,9
4/24/2001,4,3,3,NA,4,4,4,NA,NA,3,4,3,3.555555556,9
4/25/2001,4,3,3,NA,4,4,3,NA,NA,3,3,3,3.333333333,9
4/26/2001,4,3,2,NA,4,4,3,NA,NA,3,3,3,3.222222222,9
4/27/2001,3,3,3,NA,4,3,3,NA,NA,3,3,3,3.111111111,9
4/28/2001,3,2,3,NA,4,3,3,NA,NA,3,3,2,2.888888889,9
4/29/2001,3,3,3,NA,4,3,3,NA,NA,3,3,2,3,9
4/30/2001,3,2,3,NA,4,3,3,NA,NA,3,3,3,3,9
5/1/2001,3,2,2,NA,3,3,2,NA,NA,2,2,2,2.333333333,9
5/2/2001,3,2,2,NA,3,3,2,NA,NA,2,2,2,2.333333333,9
5/3/2001,2,2,2,NA,3,3,2,NA,NA,2,2,2,2.222222222,9
5/4/2001,2,2,2,NA,3,2,2,NA,NA,2,2,2,2.111111111,9
5/5/2001,2,2,2,NA,2,2,2,NA,NA,2,2,2,2,9
5/6/2001,2,1,2,NA,2,2,2,NA,NA,2,2,2,1.888888889,9
5/7/2001,2,1,2,NA,2,2,2,NA,NA,2,2,2,1.888888889,9
5/8/2001,2,1,2,NA,2,2,2,NA,NA,1,2,1,1.666666667,9
5/9/2001,2,1,1,NA,2,2,2,NA,NA,1,2,1,1.555555556,9
5/10/2001,2,1,1,NA,2,2,2,NA,NA,1,2,1,1.555555556,9
5/11/2001,2,1,1,NA,1,2,2,NA,NA,1,1,1,1.333333333,9
5/12/2001,2,1,1,NA,1,2,1,NA,NA,1,2,1,1.333333333,9
5/13/2001,2,1,1,NA,2,2,1,NA,NA,1,2,1,1.444444444,9
5/14/2001,2,1,1,NA,2,2,2,NA,NA,1,2,1,1.555555556,9
5/15/2001,2,1,1,NA,2,2,1,NA,NA,1,2,1,1.444444444,9
5/16/2001,2,1,1,NA,2,2,2,NA,NA,1,2,1,1.555555556,9
5/17/2001,2,1,2,NA,2,2,2,NA,NA,1,2,1,1.666666667,9
5/18/2001,2,1,2,NA,2,2,2,NA,NA,1,2,1,1.666666667,9
5/19/2001,2,1,2,NA,2,2,1,NA,NA,1,1,1,1.444444444,9
5/20/2001,1,1,1,NA,1,2,1,NA,NA,1,2,1,1.222222222,9
5/21/2001,1,1,1,NA,1,2,1,NA,NA,1,1,1,1.111111111,9
5/22/2001,4,2,2,NA,4,5,3,NA,NA,3,7,4,3.777777778,9
5/23/2001,5,4,4,NA,6,7,4,NA,NA,7,7,4,5.333333333,9
5/24/2001,6,6,6,NA,6,6,5,NA,NA,7,5,4,5.666666667,9
5/25/2001,6,6,5,NA,5,5,5,NA,NA,7,4,4,5.222222222,9
5/26/2001,6,5,5,NA,6,6,5,NA,NA,6,6,4,5.444444444,9
5/27/2001,7,5,5,NA,6,7,6,NA,NA,7,6,5,6,9
5/28/2001,6,4,4,NA,6,6,5,NA,NA,6,5,4,5.111111111,9
5/29/2001,6,4,4,NA,5,5,4,NA,NA,6,4,4,4.666666667,9
5/30/2001,5,4,4,NA,4,4,4,NA,NA,5,4,4,4.222222222,9
5/31/2001,5,4,4,NA,4,4,4,NA,NA,5,4,3,4.111111111,9
6/1/2001,4,3,4,NA,4,4,4,NA,NA,4,4,3,3.777777778,9
6/2/2001,6,5,6,NA,5,5,5,NA,NA,6,6,5,5.444444444,9
6/3/2001,6,5,5,NA,6,5,5,NA,NA,6,5,4,5.222222222,9
6/4/2001,6,5,5,NA,5,5,5,NA,NA,5,5,4,5,9
6/5/2001,5,4,4,NA,5,4,4,NA,NA,5,4,4,4.333333333,9
6/6/2001,5,4,4,NA,4,4,4,NA,NA,5,4,4,4.222222222,9
6/7/2001,4,4,4,NA,4,4,4,NA,NA,4,4,4,4,9
6/8/2001,4,4,4,NA,4,4,4,NA,NA,4,4,3,3.888888889,9
6/9/2001,4,4,4,NA,4,4,4,NA,NA,4,4,3,3.888888889,9
6/10/2001,4,4,4,NA,4,4,4,NA,NA,4,4,3,3.888888889,9
6/11/2001,5,4,4,NA,4,4,4,NA,NA,4,4,3,4,9
6/12/2001,6,5,5,NA,4,5,6,NA,NA,4,4,3,4.666666667,9
6/13/2001,6,4,4,NA,4,4,5,NA,NA,4,4,4,4.333333333,9
6/14/2001,5,4,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
6/15/2001,5,4,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
6/16/2001,5,4,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
6/17/2001,7,7,7,NA,6,7,7,NA,NA,7,6,7,6.777777778,9
6/18/2001,7,7,7,NA,6,6,7,NA,NA,7,5,7,6.555555556,9
6/19/2001,6,6,6,NA,5,6,6,NA,NA,5,4,6,5.555555556,9
6/20/2001,6,5,6,NA,5,5,6,NA,NA,5,4,5,5.222222222,9
6/21/2001,6,5,6,NA,5,6,5,NA,NA,5,4,5,5.222222222,9
6/22/2001,6,5,6,NA,4,6,5,NA,NA,5,5,5,5.222222222,9
6/23/2001,6,5,5,NA,5,5,5,NA,NA,5,4,5,5,9
6/24/2001,6,5,5,NA,6,6,5,NA,NA,5,4,5,5.222222222,9
6/25/2001,5,5,5,NA,5,5,5,NA,NA,4,4,5,4.777777778,9
6/26/2001,6,5,5,NA,5,5,5,NA,NA,5,4,5,5,9
6/27/2001,5,5,5,NA,4,4,5,NA,NA,4,4,4,4.444444444,9
6/28/2001,5,4,5,NA,4,4,5,NA,NA,4,4,4,4.333333333,9
6/29/2001,5,4,4,NA,4,4,4,NA,NA,4,4,4,4.111111111,9
6/30/2001,5,4,5,NA,4,4,4,NA,NA,4,4,4,4.222222222,9
7/1/2001,5,4,4,NA,4,5,4,NA,NA,4,4,4,4.222222222,9
7/2/2001,5,4,4,NA,4,5,4,NA,NA,6,4,4,4.444444444,9
