HydroID,NextDown,SqMi,CFcount,CF_1985,CF_1990,CF_1995,CF_2002,CF_2006,CF_2015,CF_2010
201495902,201495914,0.000347,0.968716563,0,0,0,0,0,0,0
201493726,201493846,0.000347,0.968717063,0,0,0,0,0,0,0
201493719,201493765,0.000348,0.968720989,0,0,0,0,0,0,0
201489716,201489708,0.000347,0.968725882,0,0,0,0,0,0,0
201491798,201491792,0.000347,0.968728969,0.369596238,0.369596238,0.369596238,0.369596238,0.369596238,0.369596238,0.369596238
201490830,201490923,0.000347,0.968739943,0,0,0,0,0,0,0
201488841,201488979,0.000347,0.9687634,0,0,0,0,0,0,0
201488491,201488622,0.000347,0.968777962,0,0,0,0,0,0,0
201486142,201486459,0.000347,0.968778431,0,0,0,0,0,0,0
201488244,201488378,0.000348,0.968781699,0,0,0,0,0,0,0
201483326,201483394,0.000347,0.968832573,1,0.987296941,0.987296941,0.146893888,0.987296941,0.987296941,0.987296941
201494470,201494467,0.000695,1.937431769,0,0,0,0,0,0,0
201484193,201484339,0.000695,2,0,0,0,0,0,0,0
201485684,201485758,0.001042,2,0,0,0,0,0,0,0
201487612,201487665,0.000695,2,1,1,1,0.5,0.5,0.5,0.5
201487792,201487791,0.000695,2,0,0,0,0,0,0,0
201488303,201488510,0.000695,2,1,1,1,1,0,0,0
201488704,201488802,0.000695,2,0.5,0,0.5,0.5,0.5,0.5,0.5
201489315,201489307,0.000695,2,0,0,0,0,0,0,0
201489451,201489676,0.000695,2,0,0,0,0,0,0,0
201489769,201489987,0.000695,2,0,0,0,0,0,0,0
201489917,201489912,0.000695,2,0,0,0,0,0,0,0
201490641,201490635,0.001042,2,0,0,0,0,0,0,0
201491168,201491265,0.000348,2,0,0,0,0,0,0,0
201491500,201491492,0.000695,2,0.5,1,1,1,1,1,1
201492674,201492676,0.000695,2,0,0,0,0,0,0,0
201493913,201493911,0.000695,2,0,0,0,0,0,0,0
201494001,201494148,0.000695,2,0,0,0,0,0,0,0
201495758,201495865,0.000695,2,0,0,0,0,0,0,0
201496054,201496209,0.000695,2,0,0,0,0,0,0,0
201497018,201497030,0.000695,2,0,0,0,0,0,0,0
201481537,201481667,0.001042,3,0,0,0,0,0,0,0
201485887,201486031,0.001042,3,0,0,0,0,0,0,0
201488214,201488295,0.00139,3,0,0,0,0,0,0,0.014537316
201488867,201488888,0.00139,3,0,0,0,0,0,0,0
201488946,201489221,0.001042,3,0,0,0,0,0,0,0
201489193,201489429,0.001042,3,0.333333333,0.333333333,0.333333333,0,0,0,0
201489695,201489700,0.001042,3,1,1,1,1,1,1,1
201490222,201490315,0.001042,3,0,0,0,0,0,0,0
201490986,201490975,0.001042,3,0,0,0,0,0,0,0
201492463,201492586,0.00139,3,0,0,0,0,0,0,0
201493582,201493717,0.001042,3,0,0,0,0,0,0,0
201494430,201494490,0.001042,3,0,0,0,0,0,0,0
201494876,201494973,0.00139,3,0,0,0,0,0,0,0.020866196
201495499,201495507,0.001042,3,0,0,0,0,0,0,0
201496362,201496418,0.001042,3,0,0,0,0,0,0,0
201496369,201496373,0.001042,3,0,0,0,0,0,0,0
201483741,201483921,0.00139,4,0,0,0,0,0,0,0
201484382,201484383,0.00139,4,0,0,0,0,0,0,0
201486022,201486017,0.00139,4,0,0,0,0,0,0,0
201487555,201487633,0.00139,4,0,0,0,0,0,0,0
201488681,201488794,0.001737,4,0,0,0,0,0,0,0
201489636,201489635,0.00139,4,0,0,0,0,0,0,0
201489956,201490127,0.00139,4,0.75,0.5,0.5,0.5,0.25,0.5,0.5
201490518,201490514,0.00139,4,0,0,0,0,0,0,0
201490989,201491116,0.00139,4,0,0,0,0,0,0,0
201492676,201492758,0.00139,4,0,0,0,0,0,0,0.023711583
201496125,201496261,0.001737,4,0,0,0,0,0,0,0
201496179,201496199,0.001042,4,0,0,0,0,0,0,0
201496205,201496202,0.001737,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5
201485633,201485625,0.002085,5,0,0,0.2,0.4,0.4,0.4,0.4
201488220,201488286,0.001737,5,0,0,0,0,0,0,0
201488631,201488758,0.001737,5,0,0,0,0,0,0,0
201488690,201488691,0.001737,5,0,0,0,0,0,0,0
201488832,201488831,1.156801,5,0,0,0,0,0,0,0
201489066,201489065,0.001738,5,0,0,0,0,0,0,0
201489091,201489459,0.00139,5,0,0,0,0,0,0,0
201489463,201489647,0.002085,5,0,0,0,0,0,0,0
201489700,201489795,0.001737,5,1,1,1,1,1,1,1
201490376,201490511,0.002085,5,0,0,0,0,0,0,0
201490604,201490667,0.001737,5,0,0,0,0,0,0,0
201491855,201491850,0.001737,5,0,0,0,0,0,0,0
201493335,201493475,0.001737,5,0.8,0.8,0.6,0.6,0.6,0.6,0.6
201493917,201494192,0.001737,5,0,0.2,0.2,0.2,0.2,0.2,0.114444736
201493983,201494132,0.001737,5,0,0,0,0,0,0,0
201494159,201494239,0.001737,5,0,0,0,0,0,0,0
201494296,201494411,0.001738,5,0,0,0,0,0,0,0
201484658,201484460,0.922244,6,0,0,0,0,0,0,0
201486558,201486691,0.002085,6,0,0,0,0,0,0,0
201490700,201490960,1.704796,6,0,0,0,0,0,0,0
201492006,201492072,0.002432,6,0,0,0,0,0,0,0
201494821,201494814,0.002085,6,0,0,0,0,0,0,0
201495482,201495610,0.002085,6,0.166666667,0.166666667,0.166666667,0.166666667,0,0.166666667,0.166666667
201495574,201495799,0.002085,6,0,0,0,0,0,0,0
201496497,201496499,0.002085,6,0,0,0,0,0,0,0
201484942,201485225,0.002432,7,0,0,0,0,0,0,0
201487636,201487977,0.00278,7,1,1,1,1,1,1,1
201488045,201488128,0.002432,7,0,0,0,0,0,0,0
201488695,201488738,0.002432,7,0,0,0,0,0,0,0
201488906,201488920,0.00278,7,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571
201489689,201489674,0.002432,7,0.285714286,0.285714286,0.285714286,0.428571429,0.428571429,0.428571429,0.428571429
201490106,201490112,0.002432,7,0,0,0,0,0,0,0
201491037,201491056,0.002432,7,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429
201492362,201492487,0.00278,7,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
201492454,201492452,0.002432,7,0,0,0,0,0,0,0
201492900,201493006,0.002432,7,0,0,0,0,0,0,0
201493076,201493077,0.00278,7,0,0,0,0,0,0,0.034510847
201494002,201494001,0.002432,7,0,0,0,0,0,0,0
201496664,201496713,0.002432,7,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571
201496674,201496693,0.00278,7,0,0,0,0,0,0,0
201496882,201496907,0.002432,7,0,0,0,0,0,0,0
201485513,201485688,0.002432,8,1,1,1,1,1,1,1
201487811,201488084,0.003127,8,0.625,0.625,0.625,0.625,0.5,0.625,0.625
201490874,201490987,0.00278,8,0,0,0,0,0,0,0
201492059,201492187,0.00278,8,0,0,0,0,0,0,0
201492305,201492451,0.00278,8,0.375,0.375,0,0,0.375,0.375,0.375
201492449,201492601,0.003127,8,0,0,0,0,0,0,0
201494109,201494264,0.002432,8,0,0,0,0,0,0,0
201497107,201497119,0.003127,8,0,0,0,0,0,0,0
201486996,201487026,0.003127,9,0,0,0,0,0,0,0
201487796,201487776,0.003127,9,0,0,0,0,0,0,0
201489609,201489813,0.003127,9,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
201490033,201490023,0.00278,9,0.555555556,0.555555556,0.111111111,0.444444444,0.555555556,0.555555556,0.555555556
201491769,201491763,0.003127,9,0,0,0,0,0,0,0
201492142,201492133,0.003127,9,0.888888889,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
201492288,201492299,0.003127,9,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
201492478,201492500,0.003127,9,0.222222222,0.111111111,0.222222222,0.222222222,0.111111111,0.111111111,0.129838089
201494635,201494628,0.003475,9,0,0,0,0,0,0,0
201496181,201496228,0.003475,9,0,0,0,0,0,0,0
201487352,201487650,0.00417,10,0,0,0,0,0,0,0
201487499,201487757,0.00417,10,0,0,0,0,0,0,0
201488427,201488417,0.003822,10,1,0.9,1,1,1,1,1
201489084,201489347,0.003822,10,0,0,0,0,0,0,0
201490993,201490975,0.003822,10,0,0,0,0,0,0,0
201491660,201491655,0.003127,10,0,0,0,0,0,0,0
201496982,201497007,0.003475,10,0,0,0,0,0,0,0
201484831,201484834,0.003822,11,0.909090909,0.909090909,0.636363636,0.909090909,0.909090909,0.909090909,0.909090909
201486492,201486480,0.003822,11,0,0,0,0,0,0,0
201488934,201488946,0.003822,11,0,0,0,0,0,0,0
201489577,201489731,0.003475,11,0,0,0,0,0,0,0
201493026,201493186,0.003475,11,0,0,0,0,0,0,0
201493965,201494104,0.003475,11,1,1,1,1,1,1,1
201496065,201496167,0.00417,11,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
201496810,201496855,0.00417,11,0,0,0,0,0,0,0
2011177517,1,0.00417,11,0,0,0,0,0,0,0
201486638,201486670,0.00417,12,0,0,0,0,0,0,0
201487001,201487077,0.00417,12,0,0,0,0,0,0,0
201487297,201487511,0.00417,12,0,0,0,0,0,0,0
201488454,201488447,0.00417,12,0,0,0,0,0,0,0
201492146,201492128,0.004517,12,1,1,1,1,1,1,1
201493712,201493715,0.004865,12,0.083333333,0.083333333,0.083333333,0.166666667,0.083333333,0.083333333,0.086513253
201494141,201494313,0.00417,12,0,0,0,0,0,0,0
201495232,201495230,0.00417,12,0,0,0,0,0,0,0
201495262,201495347,0.00417,12,0,0,0,0,0,0,0
2011176933,1,0.00417,12,0,0,0,0,0,0,0
2011177419,1,0.00417,12,0,0,0,0,0,0,0
201486247,201486310,0.004865,13,0,0,0,0,0,0,0
201488319,201488475,0.004865,13,0.461538462,0.461538462,0.461538462,0.461538462,0.461538462,0.461538462,0.461538462
201492131,201492118,0.004517,13,0,0,0,0,0,0,0
201492301,201492437,0.273129,13,0,0,0,0,0,0,0
201494582,201494590,0.004865,13,1,1,1,1,1,1,1
201495211,201495357,0.004865,13,1,1,1,1,1,1,1
201487350,201487459,0.004865,14,0,0,0,0,0,0,0
201491323,201491459,0.005212,14,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286
201491793,201491816,0.189036,14,0,0,0,0,0,0,0
201496748,201496756,0.004865,14,0,0,0,0,0,0,0
2011177438,1,0.005212,14,0,0,0,0,0,0,0
2011177457,1,0.004865,14,0,0,0,0,0,0,0
2011177460,1,0.004865,14,0,0,0,0,0,0,0
2011177463,1,0.005212,14,0,0,0,0,0,0,0
201490568,201490569,0.005212,15,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333
201493827,201493905,0.005907,15,0.133333333,0.133333333,0,0,0,0,0
201495636,201495680,0.00556,15,0,0,0,0,0,0,0
201497123,201497167,0.005212,15,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.086484081
2011177394,1,0.00556,15,0,0,0,0,0,0,0
2011177477,1,0.005212,15,0,0,0,0,0,0,0
201488725,201488755,0.00556,16,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625
201488759,201488908,0.006255,16,0,0,0,0,0,0,0
201490408,201490585,0.006255,16,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875
201492729,201492835,0.006255,16,0,0,0,0,0,0,0
201494292,201494281,0.00556,16,0,0,0,0,0,0,0
201494344,201494334,0.005907,16,0,0,0,0,0,0,0
201496200,201496309,0.005907,16,0,0,0,0,0,0,0
201496691,201496690,0.005212,16,0,0,0,0,0,0,0
2011177509,1,0.005907,16,0.0625,0.125,0.125,0.125,0.125,0.125,0.125
201486415,201486436,0.005907,17,0,0,0,0,0,0,0
201487486,201487614,0.006255,17,0,0,0,0,0,0,0
201489408,201489398,0.005907,17,0,0,0,0,0,0,0
201489888,201489889,0.005907,17,1,1,1,1,1,0.941176471,1
201496544,201496577,0.006602,17,0,0,0,0,0,0,0
2011177374,1,0.006255,17,0,0,0,0,0,0,0
201484540,201484518,0.00695,18,0.222222222,0.333333333,0.388888889,0.611111111,0.611111111,0.611111111,0.611111111
201485372,201485449,0.006602,18,0.666666667,0,0,0,0,0,0
201487394,201487384,0.00695,18,0,0,0,0,0,0,0
201489380,201489660,0.006602,18,0,0,0,0,0,0,0
201490038,201490200,0.006602,18,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556
201491679,201491740,0.006602,18,0.111111111,0.055555556,0,0.111111111,0.111111111,0.111111111,0.111111111
201492246,201492248,0.006255,18,0,0,0,0,0,0,0
201492904,201492992,0.006602,18,0,0,0,0,0,0,0
201494200,201494227,0.00695,18,1,1,1,1,1,1,1
2011177413,1,0.006602,18,0,0,0,0,0,0,0
2011177496,1,0.006255,18,0,0,0,0,0,0,0
201484140,201484278,0.005907,19,0,0,0,0,0,0,0
201486952,201486953,0.006602,19,0.263157895,0.210526316,0.263157895,0.263157895,0.263157895,0.263157895,0.263157895
201487949,201488163,0.006602,19,1,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684
201488781,201488856,0.00695,19,0.368421053,0.368421053,0.368421053,0.368421053,0.368421053,0.368421053,0.368421053
201489906,201490044,0.00695,19,0,0,0,0,0,0,0
201490435,201490689,0.006602,19,0.421052632,0.105263158,0,0,0,0,0
201490740,201490729,0.00695,19,0,0,0,0,0,0,0
201490925,201490978,0.00695,19,0,0,0,0,0,0,0
201493844,201494214,0.00695,19,0.473684211,0.473684211,0.473684211,0.263157895,0.473684211,0.473684211,0.473684211
201494124,201494107,0.00695,19,0,0,0,0,0,0,0
201494696,201494672,0.006602,19,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579
201495517,201495527,0.006602,19,0,0,0,0,0,0,0
201488315,201488371,0.007645,20,0,0,0,0,0,0,0
201489370,201489662,0.007297,20,0,0,0,0,0,0,0
201489930,201490199,0.00695,20,0,0,0,0,0,0,0
201495491,201495514,0.006602,20,0.1,0.1,0.1,0,0,0,0
201495589,201495768,0.007645,20,0.1,0.1,0.1,0.1,0.1,0.1,0.1
201496198,201496315,0.00695,20,0.95,0.95,0.95,0.95,0.95,0.95,0.95
201481762,201482058,0.00834,21,0.523809524,0.095238095,0.047619048,0.047619048,0.095238095,0.047619048,0.047619048
201486739,201486846,0.007645,21,0,0,0,0,0,0,0
201490269,201490268,0.007645,21,0,0,0,0,0,0,0
201490620,201490652,0.007645,21,0.095238095,0.095238095,0.095238095,0.095238095,0.095238095,0.095238095,0.095238095
201490804,201490788,0.00695,21,0,0,0,0,0,0,0
201490988,201490989,0.007645,21,0,0,0,0,0,0,0
201493209,201493211,0.007297,21,0,0,0,0,0,0,0
201493271,201493307,0.00695,21,0,0,0,0,0,0,0
201493494,201493485,0.007645,21,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.037375114
201494548,201494566,0.007645,21,0,0,0,0,0,0,0.002869534
201494822,201494821,0.007645,21,0,0,0,0,0,0,0
201497079,201497077,0.007992,21,0.19047619,0.19047619,0.142857143,0.19047619,0.19047619,0.19047619,0.19047619
201497202,201497213,0.007992,21,0,0,0,0,0,0,0
2011177450,1,0.007645,21,0,0,0,0,0,0,0
201488374,201488459,0.007992,22,0,0.090909091,0,0.090909091,0.409090909,0.409090909,0.409090909
201489530,201489529,0.007297,22,0,0,0,0,0,0,0
201491450,201491647,0.007645,22,0.136363636,0.136363636,0.136363636,0.136363636,0.136363636,0.136363636,0.136363636
201495450,201495496,0.007645,22,0,0,0,0,0,0,0
201495627,201495722,0.007992,22,0.363636364,0.363636364,0.318181818,0.363636364,0.363636364,0.5,0.363636364
2011177459,1,0.00834,22,0,0,0,0,0,0,0
2011177462,1,0.007297,22,0,0,0,0,0,0,0
201489656,201489688,0.007297,23,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261
201490342,201490403,0.008687,23,0,0,0,0,0,0,0
201493985,201494018,0.007992,23,0,0,0,0,0,0,0
201496056,201496048,0.00834,23,0,0,0,0,0,0,0
201491372,201491506,0.008687,24,0.375,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.291666667
201496523,201496537,0.00834,24,0,0,0,0,0,0,0
2011177403,1,0.008687,24,0,0,0,0,0,0,0
201486695,201486800,0.009382,25,0,0,0,0,0,0,0
201488555,201488772,0.009035,25,0,0,0,0,0,0,0
201489665,201489817,0.009382,25,0.44,0.44,0.44,0.44,0.44,0.44,0.44
201490275,201490257,0.008687,25,0,0,0,0,0,0,0
201491473,201491474,0.009382,25,0,0,0,0,0,0,0
201491576,201492098,0.008687,25,1,1,0.68,0.52,0.52,0.52,0.52
201495728,201495734,0.008687,25,0,0,0,0,0,0,0
201484391,201484461,0.009382,26,0,0,0,0,0,0,0
201488269,201488322,0.009035,26,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
201489816,201489981,0.00973,26,1,1,0.807692308,1,1,1,1
201493071,201493103,0.009382,26,0.615384615,0.615384615,0.576923077,0.615384615,0.615384615,0.615384615,0.615384615
201493216,201493211,0.009035,26,0.269230769,0.269230769,0.115384615,0.115384615,0.115384615,0.115384615,0.115384615
201495878,201495886,0.009382,26,0.538461538,0.538461538,0.538461538,0.538461538,0.538461538,0.538461538,0.538461538
2011177391,1,0.009035,26,0,0,0,0,0,0,0
2011177510,1,0.009035,26,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154
201487660,201487807,0.00973,27,0,0,0,0,0,0,0
201491247,201491442,0.010077,27,0.62962963,0.62962963,0.62962963,0.62962963,0.481481481,0.481481481,0.407407407
201496281,201496298,0.009035,27,0.62962963,0.592592593,0.62962963,0.592592593,0.37037037,0.37037037,0.37037037
201492621,201492678,0.00973,28,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714
201492916,201492908,0.010425,28,0.25,0.25,0.321428571,0.321428571,0.321428571,0.321428571,0.321428571
201493750,201493809,0.00973,28,0.25,0.357142857,0.357142857,0.285714286,0.285714286,0.285714286,0.285714286
201494084,1,0.00973,28,0,0,0,0,0,0,0
201495426,1,0.010077,28,0,0,0,0,0,0,0
201496338,201496333,0.010772,28,0,0,0,0,0,0,0
201496659,201496682,0.00973,28,0,0,0,0,0,0,0
201489937,201489925,0.00973,29,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759
201490820,201491003,0.010772,29,0,0,0,0,0,0,0
201495863,201496005,0.010077,29,0,0,0,0,0,0,0
201496729,201496765,0.010077,29,0,0,0,0,0,0,0
201487206,201487491,0.011467,30,0,0,0,0,0,0,0
201488500,201488786,0.010425,30,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.066666667,0.133333333
201491494,201491624,0.010077,30,0.233333333,0.233333333,0.233333333,0.233333333,0.233333333,0.233333333,0.233333333
201491717,201491789,0.010772,30,0,0,0,0,0,0,0
201491947,201492189,0.01112,30,0,0,0,0,0,0,0
201492724,201492806,0.01112,30,0,0,0,0,0,0,0
201494210,201494207,0.010425,30,0,0,0,0,0,0,0
201497163,201497190,0.01112,30,0,0,0,0,0,0,0
201484282,201484277,0.01112,31,0.193548387,0.193548387,0.258064516,0.258064516,0.258064516,0.258064516,0.258064516
201487435,201487500,0.011467,31,1,0.709677419,0.709677419,0.741935484,0.741935484,0.741935484,0.741935484
201489233,201489213,0.01112,31,0,0,0,0,0,0,0
201490149,201490474,0.01112,31,0,0,0,0,0,0,0
201492477,201492514,0.01112,31,0,0,0,0,0,0,0
201492673,201493109,0.011467,31,0.225806452,0.225806452,0.225806452,0.193548387,0.225806452,0.225806452,0.225806452
201494437,201494598,0.01112,31,0,0,0,0,0,0,0
201494725,201494711,0.010425,31,0.516129032,0.516129032,0.516129032,0.516129032,0.516129032,0.516129032,0.516129032
201497170,201497204,0.01112,31,0,0,0,0,0,0,0
2011177415,1,0.010425,31,0,0,0,0,0,0,0
201488741,201488759,0.01112,32,0,0,0,0,0,0,0
201493145,201493189,0.011815,32,0.875,0.84375,0.75,0.75,0.75,0.75,0.75
201493297,201493340,0.01112,32,0.03125,0.125,0.125,0.1875,0.1875,0.1875,0.1875
201495734,201495991,0.011467,32,0,0,0,0,0,0,0
2011177389,1,0.011467,32,0,0,0,0,0,0,0
2011177445,1,0.011815,32,0,0,0,0,0,0,0
2011177451,1,0.01112,32,0,0,0,0,0,0,0
201487000,201487077,0.011467,33,0,0,0,0,0,0,0
201493887,201494028,0.011815,33,0,0,0,0,0,0,0
201494280,201494281,0.011815,33,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182
201495278,201495370,0.012162,33,0,0,0,0,0,0,0
201495806,201495868,0.012162,33,0,0,0,0,0,0,0
201496373,201496374,0.011815,33,0,0,0,0,0,0,0
201485933,201485913,0.012162,34,0,0,0,0,0,0,0
201486467,201486531,0.01251,34,0,0,0,0,0,0,0
201489715,201489684,0.011815,34,0.264705882,0.264705882,0.264705882,0.264705882,0.264705882,0.264705882,0.264705882
201491313,201491331,0.012162,34,0,0,0,0,0,0,0
201494488,201494489,0.01251,34,0.411764706,0.411764706,0.323529412,0.323529412,0.323529412,0.264705882,0.323529412
201494667,201494668,0.011815,34,0,0,0,0,0,0,0
201496293,201496305,0.012857,34,0,0,0,0,0,0,0
201486480,201486457,0.012857,35,0,0,0,0,0,0,0
201489867,201489852,0.013552,36,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667
201491492,201491471,0.01251,36,0.222222222,0.25,0.25,0.25,0.25,0.25,0.25
201495861,201495916,0.012857,36,0.361111111,0.361111111,0.361111111,0.361111111,0.361111111,0.361111111,0.361111111
201495986,201495965,0.012857,36,0,0,0,0,0,0,0
201495996,1,0.012857,36,0,0,0,0,0,0,0
201483156,201483339,0.012857,37,0.054054054,0.027027027,0.027027027,0,0,0,0
201487258,201487277,0.013205,37,0.135135135,0.108108108,0.108108108,0.108108108,0.108108108,0.108108108,0.108108108
201487591,201487683,0.013552,37,0.567567568,0.567567568,0.567567568,0.567567568,0.567567568,0.567567568,0.567567568
201490402,201490550,0.013205,37,0.621621622,0.621621622,0.621621622,0.540540541,0.351351351,0.351351351,0.351351351
201490996,201491025,0.013552,37,0,0,0,0,0,0,0
201492381,201492508,0.013552,37,0,0,0,0,0,0,0
201492798,201492780,0.0139,37,0,0,0,0,0,0,0
201494366,201494349,0.013205,37,0.405405405,0.405405405,0.405405405,0.405405405,0.405405405,0.405405405,0.405405405
201492156,201492214,0.0139,38,0.078947368,0.078947368,0.078947368,0.078947368,0.078947368,0.078947368,0.078947368
201493138,201493118,0.013552,38,1,1,1,1,1,1,1
201495076,201495158,0.013552,38,0,0,0,0,0,0.078947368,0
201481986,201482103,0.014247,39,0,0,0,0,0,0,0
201486635,201487050,0.014247,39,0,0,0,0,0,0,0
201491898,201491932,0.0139,39,0.051282051,0.051282051,0.051282051,0.051282051,0.051282051,0.051282051,0.051282051
201493512,201493627,0.014247,39,0,0,0,0,0,0,0
201496668,201496671,0.0139,39,1,1,1,1,1,1,1
201497220,201497230,0.014247,39,0.205128205,0.205128205,0,0.205128205,0.205128205,0.205128205,0.205128205
201485305,201485287,0.0139,40,0.2,0.225,0.225,0.225,0.225,0.225,0.225
201488194,201488297,0.014247,40,0,0,0,0,0,0,0
201489240,201489445,0.0139,40,0,0,0,0,0,0,0
201492039,201492347,0.014595,40,0.95,0.95,0.5,0.55,0.55,0.55,0.55
201494572,201494554,0.012857,40,0.025,0.025,0.025,0.025,0.025,0.025,0.025
2011177392,1,0.0139,40,0,0,0,0,0,0,0
201489564,201489668,0.014595,41,0.926829268,0.902439024,0.902439024,0.926829268,0.926829268,0.634146341,0.585365854
201490358,201490470,0.014942,41,0.268292683,0.268292683,0.268292683,0.268292683,0.243902439,0.268292683,0.268292683
201491157,201491318,0.014942,41,0.512195122,0.463414634,0.43902439,0.195121951,0.390243902,0.43902439,0.43902439
201491327,201491310,0.014595,41,0,0,0,0,0,0,0
201495078,201495077,0.01529,41,0,0,0,0,0,0,0
201481538,201481667,0.01529,42,0.071428571,0.071428571,0.095238095,0.071428571,0.071428571,0.071428571,0.071428571
201486745,201486727,0.014942,42,0,0,0,0,0,0,0
201488804,201488845,0.014595,42,0,0,0,0,0,0,0
201489016,201489024,0.015637,42,0,0,0,0,0,0,0
201490895,201491021,0.015637,42,0.095238095,0.095238095,0.095238095,0.095238095,0.095238095,0.095238095,0.095238095
201492880,201492887,0.015637,42,0,0,0,0,0,0,0
201493201,201493270,0.01529,42,0.071428571,0,0,0,0,0,0
201493598,201493826,0.014942,42,0,0,0,0,0,0,5.46487E-05
201494260,201494310,0.014942,42,0,0,0,0,0,0,0
201495239,201495223,0.014942,42,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619
2011177447,1,0.015637,42,0,0,0,0,0,0,0
201484361,201484577,0.01529,43,1,1,1,1,1,0.860465116,1
201486706,201486839,0.015637,43,0,0,0,0,0,0,0
201491053,201491109,0.015637,43,0,0.11627907,0.139534884,0.046511628,0.046511628,0.046511628,0.046511628
201491311,201491291,0.015985,43,0.139534884,0.139534884,0.139534884,0.139534884,0.139534884,0.139534884,0.139534884
201481977,201481949,0.015985,44,0,0,0,0,0,0,0
201483642,201483734,0.015637,44,0.340909091,0.454545455,0.454545455,0.431818182,0.409090909,0.431818182,0.431818182
201493140,201493260,0.015985,44,0.5,0.454545455,0.454545455,0.159090909,0.068181818,0.068181818,0.068181818
201495154,201495224,0.015985,44,0,0,0,0,0,0,0
2011177455,1,0.016332,44,0,0,0,0,0,0,0
201486554,201486555,0.01668,45,0,0,0,0,0,0,0
201491033,201491012,0.015985,45,0,0,0,0,0,0,0
201492073,201492213,0.015985,45,0.244444444,0.244444444,0.244444444,0.222222222,0.222222222,0.222222222,0.222222222
201492369,201492460,0.01668,45,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
201495209,201495216,0.015985,45,0.111111111,0.111111111,0.111111111,0.111111111,0.066666667,0.066666667,0.066666667
201495830,201495871,0.016332,45,0,0,0,0,0,0,0
201496242,201496254,0.015985,45,0,0,0,0,0,0,0
201486514,201486709,0.01668,46,0.217391304,0.282608696,0.304347826,0.282608696,0.282608696,0.282608696,0.282608696
201489306,201489307,0.017027,46,0.217391304,0.217391304,0.217391304,0.217391304,0.217391304,0.217391304,0.217391304
201491849,201491889,0.016332,46,0.043478261,0.043478261,0,0.043478261,0.043478261,0.043478261,0.043478261
201492859,201492942,0.966375,46,0,0,0,0,0,0,0
201493043,201493082,0.01668,46,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522
201493377,201493385,0.017027,46,0,0,0,0,0,0,0
201493836,201493835,0.01529,46,0,0,0,0,0,0,0
201493956,201494054,0.01668,46,0,0,0,0,0,0,0
201494610,201494799,0.01668,46,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261
201495691,201495736,0.016332,46,1,1,1,1,1,1,1
201492109,201492088,0.017027,47,0,0,0,0,0,0,0
201492320,201492365,0.017027,47,0,0,0,0,0,0,0
201496981,201497025,0.01668,47,0,0,0,0,0,0,0
201497039,201497100,0.01668,47,0.361702128,0.319148936,0.382978723,0.382978723,0.340425532,0.340425532,0.340425532
201487833,201487958,0.017722,48,0,0,0,0,0,0,0
201491148,201491133,0.017375,48,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333
201492004,201492167,0.017722,48,0,0,0,0,0,0,0
201495062,201495241,0.017027,48,0.625,0.541666667,0.541666667,0.541666667,0.541666667,0.041666667,0.1875
